Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Int,Match URL,Season,Touches,Tkl,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,xAG,xA,KP,3-Jan,PPA,CrsPA,PrgP,SCA SCA,SCA GCA,1/3,Gls_per90,Ast_per90,Sh_per90,SoT_per90,PosGroup,Def_Action_Rate,Creativity_Index,Composite_Score,Composite_Score_roll3
2023-11-08,Champions League,Braga,Andriy Lunin,13.0,ua UKR,GK,24-270,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League,2023.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,551.0,396.0,3.0,3.0,100.0,13.0,13.0,100.0,6.0,8.0,75.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2023-11-11,La Liga,Valencia,Andriy Lunin,13.0,ua UKR,GK,24-273,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga,2023.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,90.0,700.0,406.0,2.0,2.0,100.0,14.0,14.0,100.0,9.0,12.0,75.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2023-11-26,La Liga,Cadiz,Andriy Lunin,13.0,ua UKR,GK,24-288,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga,2023.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,81.8,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,33.0,81.8,506.0,302.0,8.0,8.0,100.0,18.0,18.0,100.0,1.0,6.0,16.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2023-11-29,Champions League,Napoli,Andriy Lunin,13.0,ua UKR,GK,24-291,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/94809dc5/Real-Madrid-Napoli-November-29-2023-Champions-League,2023.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,85.7,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,85.7,441.0,265.0,4.0,4.0,100.0,9.0,9.0,100.0,4.0,7.0,57.1,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2023-12-02,La Liga,Granada,Andriy Lunin,13.0,ua UKR,GK,24-294,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,92.6,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,92.6,475.0,332.0,11.0,11.0,100.0,12.0,12.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2023-12-09,La Liga,Real Betis,Andriy Lunin,13.0,ua UKR,GK,24-301,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,96.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,96.3,498.0,295.0,8.0,8.0,100.0,16.0,16.0,100.0,2.0,3.0,66.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2023-12-17,La Liga,Villarreal,Andriy Lunin,13.0,ua UKR,GK,24-309,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,90.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,21.0,90.5,432.0,269.0,5.0,5.0,100.0,10.0,10.0,100.0,4.0,6.0,66.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-01-03,La Liga,Mallorca,Andriy Lunin,13.0,ua UKR,GK,24-326,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/a68c4db0/Real-Madrid-Mallorca-January-3-2024-La-Liga,2024.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,82.6,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,23.0,82.6,405.0,287.0,4.0,4.0,100.0,13.0,13.0,100.0,2.0,6.0,33.3,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2024-01-27,La Liga,Las Palmas,Andriy Lunin,13.0,ua UKR,GK,24-350,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/b61e3e2f/Las-Palmas-Real-Madrid-January-27-2024-La-Liga,2024.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.0,94.6,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.0,94.6,680.0,472.0,10.0,10.0,100.0,22.0,22.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-02-01,La Liga,Getafe,Andriy Lunin,13.0,ua UKR,GK,24-355,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/92a1197f/Getafe-Real-Madrid-February-1-2024-La-Liga,2024.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,81.4,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,43.0,81.4,775.0,402.0,9.0,9.0,100.0,17.0,17.0,100.0,8.0,16.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-02-04,La Liga,Atletico Madrid,Andriy Lunin,13.0,ua UKR,GK,24-358,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/199f13ef/El-Derbi-Madrileno-Real-Madrid-Atletico-Madrid-February-4-2024-La-Liga,2024.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,584.0,443.0,6.0,6.0,100.0,14.0,15.0,93.3,5.0,7.0,71.4,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-02-10,La Liga,Girona,Andriy Lunin,13.0,ua UKR,GK,24-364,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/501f00a9/Real-Madrid-Girona-February-10-2024-La-Liga,2024.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,87.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,31.0,87.1,620.0,282.0,3.0,3.0,100.0,20.0,20.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-02-13,Champions League,Rb Leipzig,Andriy Lunin,13.0,ua UKR,GK,25-002,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/6873100e/RB-Leipzig-Real-Madrid-February-13-2024-Champions-League,2024.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,34.0,88.2,741.0,499.0,6.0,6.0,100.0,14.0,14.0,100.0,9.0,13.0,69.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-02-18,La Liga,Rayo Vallecano,Andriy Lunin,13.0,ua UKR,GK,25-007,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/8f2c26c1/Rayo-Vallecano-Real-Madrid-February-18-2024-La-Liga,2024.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,36.0,80.6,505.0,292.0,9.0,9.0,100.0,19.0,21.0,90.5,1.0,6.0,16.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-02-25,La Liga,Sevilla,Andriy Lunin,13.0,ua UKR,GK,25-014,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/0788c1f1/Real-Madrid-Sevilla-February-25-2024-La-Liga,2024.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,88.9,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,18.0,88.9,347.0,267.0,5.0,5.0,100.0,7.0,7.0,100.0,4.0,6.0,66.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2024-03-02,La Liga,Valencia,Andriy Lunin,13.0,ua UKR,GK,25-020,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/2e5cdea9/Valencia-Real-Madrid-March-2-2024-La-Liga,2024.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,93.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,32.0,93.8,679.0,295.0,5.0,5.0,100.0,21.0,21.0,100.0,4.0,6.0,66.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-03-06,Champions League,Rb Leipzig,Andriy Lunin,13.0,ua UKR,GK,25-024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/c82e57be/Real-Madrid-RB-Leipzig-March-6-2024-Champions-League,2024.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,31.0,67.7,488.0,267.0,4.0,4.0,100.0,12.0,12.0,100.0,5.0,15.0,33.3,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-03-10,La Liga,Celta Vigo,Andriy Lunin,13.0,ua UKR,GK,25-028,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/e829e739/Real-Madrid-Celta-Vigo-March-10-2024-La-Liga,2024.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,86.2,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,86.2,534.0,308.0,6.0,6.0,100.0,16.0,16.0,100.0,3.0,7.0,42.9,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-03-16,La Liga,Osasuna,Andriy Lunin,13.0,ua UKR,GK,25-034,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/132fdf9c/Osasuna-Real-Madrid-March-16-2024-La-Liga,2024.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,33.0,75.8,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,75.8,561.0,346.0,7.0,7.0,100.0,12.0,12.0,100.0,6.0,13.0,46.2,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-03-31,La Liga,Athletic Club,Andriy Lunin,13.0,ua UKR,GK,25-049,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cb8f8470/Real-Madrid-Athletic-Club-March-31-2024-La-Liga,2024.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,44.0,81.8,720.0,381.0,9.0,9.0,100.0,22.0,23.0,95.7,5.0,12.0,41.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-04-09,Champions League,Manchester City,Andriy Lunin,13.0,ua UKR,GK,25-058,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/5ee67d04/Real-Madrid-Manchester-City-April-9-2024-Champions-League,2024.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,33.0,78.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.0,78.8,753.0,544.0,7.0,7.0,100.0,11.0,11.0,100.0,8.0,15.0,53.3,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-04-13,La Liga,Mallorca,Andriy Lunin,13.0,ua UKR,GK,25-062,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga,2024.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,35.0,82.9,775.0,566.0,9.0,9.0,100.0,12.0,12.0,100.0,8.0,14.0,57.1,0.0,0.0,0.0,,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2024-04-17,Champions League,Manchester City,Andriy Lunin,13.0,ua UKR,GK,25-066,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League,2024.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,61.1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,54.0,61.1,938.0,552.0,2.0,3.0,66.7,19.0,19.0,100.0,12.0,32.0,37.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,2.25,0.0,0.0,0.0
2024-04-21,La Liga,Clasico,Andriy Lunin,13.0,ua UKR,GK,25-070,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga,2024.0,32.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,23.0,29.0,79.3,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,29.0,79.3,626.0,462.0,8.0,9.0,88.9,8.0,8.0,100.0,7.0,12.0,58.3,0.3,0.0,1.0,,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,GK,2.0,1.3,0.0,0.0
2024-04-30,Champions League,Bayern Munich,Andriy Lunin,13.0,ua UKR,GK,25-079,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League,2024.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,87.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,87.1,619.0,346.0,4.0,4.0,100.0,18.0,18.0,100.0,4.0,8.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-05-08,Champions League,Bayern Munich,Andriy Lunin,13.0,ua UKR,GK,25-087,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/eea5e8be/Real-Madrid-Bayern-Munich-May-8-2024-Champions-League,2024.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,30.0,73.3,507.0,427.0,10.0,10.0,100.0,5.0,5.0,100.0,7.0,15.0,46.7,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-05-19,La Liga,Villarreal,Andriy Lunin,13.0,ua UKR,GK,25-098,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/ec275e77/Villarreal-Real-Madrid-May-19-2024-La-Liga,2024.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.0,90.7,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,39.0,43.0,90.7,918.0,593.0,7.0,7.0,100.0,23.0,23.0,100.0,9.0,12.0,75.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,2.0,0.0,0.0,0.0
2024-10-02,Champions League,Lille,Andriy Lunin,13.0,ua UKR,GK,25-234,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/70cd3947/Lille-Real-Madrid-October-2-2024-Champions-League,2024.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,91.3,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,91.3,437.0,248.0,3.0,3.0,100.0,15.0,15.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-10-05,La Liga,Villarreal,Andriy Lunin,13.0,ua UKR,GK,25-237,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/9bf91e35/Real-Madrid-Villarreal-October-5-2024-La-Liga,2024.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,702.0,424.0,8.0,8.0,100.0,16.0,16.0,100.0,6.0,10.0,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-10-26,La Liga,Barcelona,Andriy Lunin,13.0,ua UKR,GK,25-258,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga,2024.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,65.8,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,38.0,65.8,695.0,384.0,7.0,8.0,87.5,2.0,2.0,100.0,15.0,27.0,55.6,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.0
2024-11-05,Champions League,Milan,Andriy Lunin,13.0,ua UKR,GK,25-268,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League,2024.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0,246.0,183.0,3.0,3.0,100.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
2024-11-09,La Liga,Osasuna,Andriy Lunin,13.0,ua UKR,GK,25-272,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga,2024.0,34.0,0.0,0.0,0.0,0.0,0.9,1.0,1.0,32.0,34.0,94.1,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,94.1,760.0,522.0,4.0,4.0,100.0,24.0,24.0,100.0,4.0,6.0,66.7,0.9,0.0,1.0,,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,GK,0.0,1.9000000000000001,0.30000000000000004,0.10000000000000002
2025-03-09,La Liga,Rayo Vallecano,Andriy Lunin,13.0,ua UKR,GK,26-026,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/d8d672fa/Real-Madrid-Rayo-Vallecano-March-9-2025-La-Liga,2025.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,92.7,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,41.0,92.7,835.0,448.0,12.0,12.0,100.0,19.0,19.0,100.0,7.0,10.0,70.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,1.0,0.0,0.0,0.10000000000000002
2025-03-29,La Liga,Leganes,Andriy Lunin,13.0,ua UKR,GK,26-046,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/02169120/Real-Madrid-Leganes-March-29-2025-La-Liga,2025.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,100.0,552.0,447.0,5.0,5.0,100.0,8.0,8.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.10000000000000002
2025-05-18,La Liga,Sevilla,Andriy Lunin,13.0,ua UKR,GK,26-096,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/matches/cde582d4/Sevilla-Real-Madrid-May-18-2025-La-Liga,2025.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,398.0,332.0,1.0,1.0,100.0,9.0,9.0,100.0,5.0,7.0,71.4,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,GK,0.0,0.0,0.0,0.0
