Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL
2/18/17,La Liga,Espanyol,Isco,22,es ESP,CM,24-303,90,0,2,0,0,0,0,1,0,0,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Nacho,6,es ESP,LB,27-031,80,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Marcelo,12,br BRA,"DF,MF",28-282,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Raphaël Varane,5,fr FRA,CB,23-299,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Pepe,3,pt POR,CB,33-358,90,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Dani Carvajal,2,es ESP,RB,25-038,90,0,0,0,0,1,1,0,0,3,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/18/17,La Liga,Espanyol,Kiko Casilla,13,es ESP,GK,30-139,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ea82b891/Real-Madrid-Espanyol-February-18-2017-La-Liga
2/22/17,La Liga,Valencia,Karim Benzema,9,fr FRA,FW,29-065,90,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Cristiano Ronaldo,7,pt POR,FW,32-017,90,1,0,0,0,9,2,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,James Rodríguez,10,co COL,FW,25-225,61,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Gareth Bale,11,wls WAL,"FW,MF",27-221,29,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Toni Kroos,8,de GER,CM,27-049,90,0,0,0,0,3,0,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Casemiro,14,br BRA,CM,24-365,90,0,0,0,0,2,0,0,0,3,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Luka Modrić,19,hr CRO,CM,31-166,75,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Lucas Vázquez,17,es ESP,"DF,FW",25-236,15,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Marcelo,12,br BRA,LB,28-286,90,0,1,0,0,3,1,0,0,2,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Sergio Ramos,4,es ESP,CB,30-329,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Raphaël Varane,5,fr FRA,CB,23-303,72,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Nacho,6,es ESP,DF,27-035,18,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Dani Carvajal,2,es ESP,RB,25-042,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/22/17,La Liga,Valencia,Keylor Navas,1,cr CRC,GK,30-069,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/193d71ef/Valencia-Real-Madrid-February-22-2017-La-Liga
2/26/17,La Liga,Villarreal,Karim Benzema,9,fr FRA,FW,29-069,76,0,0,0,0,5,3,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Álvaro Morata,21,es ESP,FW,24-126,14,1,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Cristiano Ronaldo,7,pt POR,FW,32-021,90,1,0,1,1,9,1,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Gareth Bale,11,wls WAL,FW,27-225,88,1,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Lucas Vázquez,17,es ESP,"DF,FW",25-240,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Toni Kroos,8,de GER,CM,27-053,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Casemiro,14,br BRA,CM,25-003,57,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Isco,22,es ESP,"FW,MF",24-311,33,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Luka Modrić,19,hr CRO,CM,31-170,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Marcelo,12,br BRA,LB,28-290,90,0,1,0,0,2,0,0,0,4,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Sergio Ramos,4,es ESP,CB,30-333,90,0,0,0,0,2,0,1,0,2,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Pepe,3,pt POR,CB,34-000,90,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Dani Carvajal,2,es ESP,RB,25-046,90,0,1,0,0,0,0,0,0,3,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
2/26/17,La Liga,Villarreal,Keylor Navas,1,cr CRC,GK,30-073,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/773ef37b/Villarreal-Real-Madrid-February-26-2017-La-Liga
3/1/17,La Liga,Las Palmas,Álvaro Morata,21,es ESP,FW,24-129,70,0,0,0,0,2,1,1,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,James Rodríguez,10,co COL,"FW,MF",25-232,20,0,1,0,0,2,0,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Cristiano Ronaldo,7,pt POR,FW,32-024,90,2,0,1,1,8,2,1,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Gareth Bale,11,wls WAL,FW,27-228,46,0,0,0,0,2,1,1,1,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Mateo Kovačić,16,hr CRO,CM,22-299,70,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Karim Benzema,9,fr FRA,FW,29-072,20,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Toni Kroos,8,de GER,CM,27-056,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Isco,22,es ESP,CM,24-314,64,1,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Lucas Vázquez,17,es ESP,"DF,FW",25-243,26,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Marcelo,12,br BRA,LB,28-293,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Sergio Ramos,4,es ESP,CB,30-336,90,0,0,0,0,1,0,1,0,8,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Nacho,6,es ESP,CB,27-042,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Dani Carvajal,2,es ESP,RB,25-049,90,0,0,0,0,1,1,1,0,5,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/1/17,La Liga,Las Palmas,Keylor Navas,1,cr CRC,GK,30-076,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/66d46244/Real-Madrid-Las-Palmas-March-1-2017-La-Liga
3/4/17,La Liga,Eibar,Karim Benzema,9,fr FRA,FW,29-075,64,2,1,0,0,5,4,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Mariano,18,do DOM,FW,23-215,26,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Marco Asensio,20,es ESP,FW,21-042,90,1,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Lucas Vázquez,17,es ESP,FW,25-246,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,James Rodríguez,10,co COL,CM,25-235,74,1,1,0,0,2,1,0,0,2,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Isco,22,es ESP,"FW,MF",24-317,16,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Casemiro,14,br BRA,CM,25-009,90,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Luka Modrić,19,hr CRO,CM,31-176,70,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Mateo Kovačić,16,hr CRO,MF,22-302,20,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Nacho,6,es ESP,LB,27-045,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Sergio Ramos,4,es ESP,CB,30-339,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Pepe,3,pt POR,CB,34-006,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Danilo,23,br BRA,RB,25-232,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/4/17,La Liga,Eibar,Keylor Navas,1,cr CRC,GK,30-079,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9c179a20/Eibar-Real-Madrid-March-4-2017-La-Liga
3/7/17,Champions League,Napoli,Karim Benzema,9,fr FRA,FW,29-078,77,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Álvaro Morata,21,es ESP,FW,24-135,13,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Cristiano Ronaldo,7,pt POR,FW,32-030,90,0,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Gareth Bale,11,wls WAL,FW,27-234,68,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Lucas Vázquez,17,es ESP,"DF,FW",25-249,22,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Toni Kroos,8,de GER,CM,27-062,90,0,1,0,0,1,1,0,0,1,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Casemiro,14,br BRA,DM,25-012,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Luka Modrić,19,hr CRO,CM,31-179,80,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Isco,22,es ESP,"FW,MF",24-320,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Marcelo,12,br BRA,LB,28-299,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Sergio Ramos,4,es ESP,CB,30-342,90,1,0,0,0,2,1,0,0,8,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Pepe,3,pt POR,CB,34-009,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Dani Carvajal,2,es ESP,RB,25-055,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/7/17,Champions League,Napoli,Keylor Navas,1,cr CRC,GK,30-082,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06f261ea/Napoli-Real-Madrid-March-7-2017-Champions-League
3/12/17,La Liga,Real Betis,Cristiano Ronaldo,7,pt POR,FW,32-035,90,1,0,0,0,6,2,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Álvaro Morata,21,es ESP,FW,24-140,70,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,29-083,20,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Isco,22,es ESP,CM,24-325,78,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Marco Asensio,20,es ESP,"FW,MF",21-050,12,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Toni Kroos,8,de GER,CM,27-067,90,0,1,0,0,2,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Luka Modrić,19,hr CRO,CM,31-184,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,James Rodríguez,10,co COL,FW,25-243,68,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Lucas Vázquez,17,es ESP,"DF,FW",25-254,22,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Marcelo,12,br BRA,LB,28-304,90,0,1,0,0,0,0,1,0,3,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Sergio Ramos,4,es ESP,CB,30-347,90,1,0,0,0,3,1,0,0,2,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Nacho,6,es ESP,CB,27-053,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Dani Carvajal,2,es ESP,RB,25-060,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/12/17,La Liga,Real Betis,Keylor Navas,1,cr CRC,GK,30-087,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d3675ad/Real-Madrid-Real-Betis-March-12-2017-La-Liga
3/18/17,La Liga,Athletic Club,Karim Benzema,9,fr FRA,FW,29-089,84,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Álvaro Morata,21,es ESP,FW,24-146,6,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Cristiano Ronaldo,7,pt POR,FW,32-041,78,0,2,0,0,2,1,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Isco,22,es ESP,"FW,MF",24-331,12,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Gareth Bale,11,wls WAL,FW,27-245,90,0,0,0,0,2,1,0,0,2,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Toni Kroos,8,de GER,CM,27-073,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Casemiro,14,br BRA,CM,25-023,90,1,0,0,0,1,1,1,0,4,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Luka Modrić,19,hr CRO,CM,31-190,61,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Lucas Vázquez,17,es ESP,"DF,FW",25-260,29,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Marcelo,12,br BRA,LB,28-310,90,0,0,0,0,2,0,0,0,4,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Sergio Ramos,4,es ESP,CB,30-353,90,0,0,0,0,1,0,0,0,7,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Nacho,6,es ESP,CB,27-059,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Dani Carvajal,2,es ESP,RB,25-066,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
3/18/17,La Liga,Athletic Club,Keylor Navas,1,cr CRC,GK,30-093,90,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/02ec2fdd/Athletic-Club-Real-Madrid-March-18-2017-La-Liga
4/2/17,La Liga,Alaves,Karim Benzema,9,fr FRA,FW,29-104,80,1,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Lucas Vázquez,17,es ESP,"DF,FW",25-275,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Cristiano Ronaldo,7,pt POR,FW,32-056,90,0,1,0,0,7,1,0,0,1,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Gareth Bale,11,wls WAL,FW,27-260,90,0,0,0,0,4,1,0,0,1,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Isco,22,es ESP,CM,24-346,90,1,0,0,0,2,1,0,0,3,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Toni Kroos,8,de GER,CM,27-088,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Luka Modrić,19,hr CRO,CM,31-205,67,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Mateo Kovačić,16,hr CRO,MF,22-331,23,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Nacho,6,es ESP,LB,27-074,90,1,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Raphaël Varane,5,fr FRA,CB,23-342,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Dani Carvajal,2,es ESP,DF,25-081,80,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Pepe,3,pt POR,CB,34-035,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Danilo,23,br BRA,RB,25-261,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/2/17,La Liga,Alaves,Kiko Casilla,13,es ESP,GK,30-182,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ca0e286e/Real-Madrid-Alaves-April-2-2017-La-Liga
4/5/17,La Liga,Leganes,Álvaro Morata,21,es ESP,FW,24-164,77,3,0,0,0,5,3,0,0,1,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Mariano,18,do DOM,FW,23-247,13,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Marco Asensio,20,es ESP,FW,21-074,90,0,1,0,0,1,0,0,0,1,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Lucas Vázquez,17,es ESP,FW,25-278,90,0,0,0,0,4,2,0,0,0,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,James Rodríguez,10,co COL,CM,25-267,71,1,1,0,0,2,1,0,0,2,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Isco,22,es ESP,"FW,MF",24-349,19,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Casemiro,14,br BRA,CM,25-041,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Mateo Kovačić,16,hr CRO,CM,22-334,80,0,1,0,0,1,1,0,0,0,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Luka Modrić,19,hr CRO,MF,31-208,10,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Marcelo,12,br BRA,LB,28-328,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Sergio Ramos,4,es ESP,CB,31-006,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Nacho,6,es ESP,CB,27-077,90,0,1,0,0,0,0,1,0,2,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
4/5/17,La Liga,Leganes,Danilo,23,br BRA,RB,25-264,90,0,0,0,0,2,1,0,0,3,https://fbref.com/en/matches/270b7a40/Leganes-Real-Madrid-April-5-2017-La-Liga
