Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL
2/14/18,Champions League,Paris Saint Germain,Marco Asensio,20,es ESP,LM,22-024,12,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0.1,2,1,6,9,66.7,0,9,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6,9,66.7,64,22,5,5,100,1,2,50,0,1,0,1,0.1,0,2,1,1,1,0,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Toni Kroos,8,de GER,"LM,CM",28-041,90,0,0,0,0,1,1,0,0,2,84,3,4,0,0,0.1,5,1,66,72,91.7,10,65,2,0,0,3,2,2,1,0,0,3,0,3,4,0,4,2,5,0,0,66,72,91.7,1169,387,30,30,100,28,28,100,7,12,58.3,0,0.1,0.1,3,9,0,0,10,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Casemiro,14,br BRA,CM,25-356,78,0,0,0,0,0,0,0,0,5,49,7,1,0,0,0,1,0,27,30,90,0,29,0,4,2,7,4,3,3,1,3,7,42.9,4,1,1,0,5,12,0,0,27,30,90,486,174,16,16,100,5,6,83.3,6,8,75,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Lucas Vázquez,17,es ESP,RM,26-228,12,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,4,5,80,0,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,4,5,80,37,10,4,4,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Luka Modrić,10,hr CRO,"RM,CM",32-158,90,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0.1,5,1,39,47,83,9,46,0,3,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,39,47,83,684,257,17,18,94.4,19,21,90.5,2,4,50,0,0.1,0.1,2,5,2,0,9,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Marcelo,12,br BRA,LB,29-278,90,1,0,0,0,1,1,0,0,1,74,4,1,0.1,0.1,0.3,4,2,45,64,70.3,11,61,3,3,1,4,2,2,2,0,2,4,50,2,1,0,1,1,5,1,0,45,64,70.3,827,339,21,26,80.8,18,21,85.7,6,12,50,0,0.3,0.1,2,4,2,1,11,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Sergio Ramos,4,es ESP,CB,31-321,90,0,0,0,0,2,1,0,0,1,63,3,2,0.1,0.1,0,0,0,47,52,90.4,2,50,0,0,0,3,2,2,1,0,0,1,0,1,2,2,0,1,4,4,0,47,52,90.4,929,416,17,17,100,24,26,92.3,6,8,75,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Raphaël Varane,5,fr FRA,CB,24-295,90,0,0,0,0,1,0,0,0,2,62,1,1,0,0,0,0,0,46,49,93.9,3,44,1,0,0,1,1,1,0,0,0,0,,0,1,0,1,2,3,6,0,46,49,93.9,1039,292,9,9,100,27,27,100,9,11,81.8,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Nacho,6,es ESP,RB,28-027,90,0,0,0,0,1,0,1,0,2,58,4,0,0.1,0.1,0,2,0,35,44,79.5,2,34,0,1,0,4,2,4,0,0,2,4,50,2,0,0,0,2,6,4,0,35,44,79.5,527,227,22,22,100,11,12,91.7,2,5,40,0,0,0,0,2,1,0,2,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/14/18,Champions League,Paris Saint Germain,Keylor Navas,1,cr CRC,GK,31-061,90,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,18,20,90,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,20,90,506,318,1,1,100,10,10,100,7,9,77.8,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9ec5ce7a/Real-Madrid-Paris-Saint-Germain-February-14-2018-Champions-League
2/18/18,La Liga,Real Betis,Cristiano Ronaldo,7,pt POR,FW,33-013,88,1,0,0,0,5,4,0,0,0,20,0,1,0.4,0.4,0.3,4,2,11,13,84.6,3,12,3,2,2,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,11,13,84.6,160,46,8,8,100,2,4,50,1,1,100,0,0.3,0.1,1,2,1,0,3,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Karim Benzema,9,fr FRA,FW,30-061,2,1,0,0,0,1,1,0,0,0,2,0,0,0.3,0.3,0,1,1,1,1,100,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,100,18,13,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Gareth Bale,11,wls WAL,FW,28-217,72,0,0,0,0,2,1,1,0,0,23,0,0,0.3,0.3,0,0,0,15,17,88.2,2,14,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,15,17,88.2,210,33,9,9,100,6,8,75,0,0,,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Isco,22,es ESP,FW,25-303,18,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,6,11,54.5,0,8,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6,11,54.5,98,17,3,4,75,2,3,66.7,1,2,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Marco Asensio,20,es ESP,LM,22-028,90,2,0,0,0,2,2,0,0,1,56,2,0,0.5,0.5,0.1,1,0,33,43,76.7,3,37,2,3,0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,0,0,33,43,76.7,550,83,20,22,90.9,9,12,75,4,7,57.1,0,0.1,0,1,3,0,0,3,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Mateo Kovačić,23,hr CRO,CM,23-288,90,0,0,0,0,0,0,1,0,0,54,1,3,0,0,0,2,0,44,47,93.6,2,40,1,2,2,1,1,0,1,0,0,3,0,3,3,2,1,0,1,1,0,44,47,93.6,806,176,21,22,95.5,18,19,94.7,5,5,100,0,0,0,0,5,0,0,2,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Casemiro,14,br BRA,CM,25-360,90,0,1,0,0,0,0,1,0,1,54,3,3,0,0,0.2,3,2,42,49,85.7,7,28,0,1,1,3,2,2,1,0,2,3,66.7,1,3,0,3,1,4,0,0,42,49,85.7,808,124,18,20,90,17,19,89.5,7,8,87.5,1,0.2,0.1,1,3,1,0,7,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Lucas Vázquez,17,es ESP,RM,26-232,90,0,2,0,0,0,0,0,0,2,49,4,1,0,0,0.6,6,2,29,38,76.3,3,32,2,0,0,4,2,2,1,1,1,3,33.3,2,1,0,1,2,6,1,0,29,38,76.3,419,156,18,19,94.7,9,12,75,2,3,66.7,2,0.6,0.4,6,2,1,1,3,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Marcelo,12,br BRA,LB,29-282,29,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,14,17,82.4,4,12,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,17,82.4,338,112,4,4,100,6,6,100,4,6,66.7,0,0,0,0,3,0,0,4,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Theo Hernández,15,fr FRA,LB,20-135,61,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0.1,2,0,27,34,79.4,3,21,2,6,4,1,1,1,0,0,1,1,100,0,0,0,0,1,2,2,0,27,34,79.4,341,105,17,18,94.4,9,11,81.8,0,1,0,0,0.1,0,1,4,0,0,3,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Sergio Ramos,4,es ESP,CB,31-325,90,1,0,0,0,2,1,1,0,1,46,1,0,0.1,0.1,0,0,0,28,38,73.7,2,22,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,1,2,4,0,28,38,73.7,562,233,11,12,91.7,14,17,82.4,3,8,37.5,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Nacho,6,es ESP,CB,28-031,90,0,0,0,0,0,0,0,0,2,36,2,2,0,0,0,0,0,28,31,90.3,2,14,0,0,0,2,1,1,1,0,1,1,100,0,2,1,1,2,4,0,0,28,31,90.3,511,200,13,13,100,13,13,100,2,5,40,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Dani Carvajal,2,es ESP,RB,26-038,90,0,1,0,0,0,0,1,0,2,80,1,3,0,0,0.3,3,2,56,74,75.7,7,48,1,3,3,1,0,0,1,0,0,1,0,1,3,2,1,2,3,0,0,56,74,75.7,778,283,39,44,88.6,15,17,88.2,1,12,8.3,1,0.3,0.1,1,4,2,0,7,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/18/18,La Liga,Real Betis,Keylor Navas,1,cr CRC,GK,31-065,90,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,15,26,57.7,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,26,57.7,497,340,0,0,,8,8,100,7,18,38.9,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/eecdd511/Real-Betis-Real-Madrid-February-18-2018-La-Liga
2/21/18,La Liga,Leganes,Karim Benzema,9,fr FRA,FW,30-064,75,0,0,0,0,1,0,0,0,0,38,0,2,0.2,0.2,0,3,1,27,33,81.8,2,33,4,3,2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,27,33,81.8,334,98,18,22,81.8,6,6,100,1,2,50,0,0,0.1,1,4,0,0,2,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Gareth Bale,11,wls WAL,FW,28-220,15,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0.1,3,0,8,8,100,1,9,3,3,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,8,100,120,30,2,2,100,3,3,100,1,1,100,0,0.1,0.1,2,0,2,1,1,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Marco Asensio,20,es ESP,LW,22-031,90,0,0,0,0,1,1,0,0,1,76,0,0,0.1,0.1,0,2,0,62,72,86.1,9,71,9,5,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,62,72,86.1,826,236,38,40,95,18,23,78.3,2,3,66.7,0,0,0.1,1,6,4,0,9,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Lucas Vázquez,17,es ESP,RW,26-235,90,1,1,0,0,2,1,0,0,1,65,6,2,0.3,0.3,0.7,6,2,37,45,82.2,5,51,2,4,0,6,5,0,3,3,1,4,25,3,2,0,2,1,7,2,0,37,45,82.2,483,118,25,28,89.3,9,12,75,1,1,100,1,0.7,0.7,5,3,3,0,5,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Isco,22,es ESP,AM,25-306,86,0,0,0,0,4,1,0,0,0,86,2,0,0.1,0.1,0,2,0,64,77,83.1,5,79,3,3,1,2,0,0,0,2,1,4,25,3,0,0,0,0,2,0,0,64,77,83.1,865,190,39,45,86.7,24,26,92.3,1,2,50,0,0,0.1,1,4,2,0,5,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Marcos Llorente,18,es ESP,AM,23-022,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,100,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,29,6,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Mateo Kovačić,23,hr CRO,DM,23-291,89,0,0,0,0,0,0,0,0,3,101,3,2,0,0,0,4,2,88,91,96.7,7,88,3,8,8,3,3,3,0,0,0,0,,0,2,0,2,3,6,0,0,88,91,96.7,1489,578,38,39,97.4,44,46,95.7,5,5,100,0,0,0.1,1,4,0,0,7,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Dani Ceballos,24,es ESP,DM,21-198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Casemiro,14,br BRA,DM,25-363,90,1,1,0,0,2,2,0,0,0,76,1,1,0.4,0.4,0.3,2,1,50,63,79.4,5,61,1,0,0,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,3,0,50,63,79.4,775,218,26,30,86.7,18,23,78.3,4,7,57.1,1,0.3,0.1,1,5,1,0,5,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Theo Hernández,15,fr FRA,LB,20-138,90,0,0,0,0,0,0,0,0,2,70,7,3,0,0,0,2,0,46,53,86.8,1,49,5,6,3,7,4,5,0,2,6,7,85.7,1,3,1,2,2,9,2,0,46,53,86.8,518,156,36,38,94.7,9,12,75,0,2,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Sergio Ramos,4,es ESP,CB,31-328,90,1,0,1,1,1,1,1,0,3,92,1,1,0.8,0,0,0,0,74,86,86,1,78,0,0,0,1,1,1,0,0,0,0,,0,1,0,1,3,4,2,0,74,86,86,1330,813,35,37,94.6,30,35,85.7,8,12,66.7,0,0,0,0,4,1,0,1,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Raphaël Varane,5,fr FRA,CB,24-302,90,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,43,51,84.3,3,45,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,5,0,43,51,84.3,944,393,11,13,84.6,26,28,92.9,6,10,60,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Dani Carvajal,2,es ESP,RB,26-041,90,0,0,0,0,0,0,0,0,2,84,3,2,0,0,0,1,0,61,73,83.6,8,58,0,1,0,3,1,1,0,2,0,0,,0,2,0,2,2,5,3,0,61,73,83.6,1011,351,38,42,90.5,15,20,75,8,10,80,0,0,0.1,0,3,1,1,8,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/21/18,La Liga,Leganes,Kiko Casilla,13,es ESP,GK,31-142,90,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,27,74.1,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,27,74.1,557,322,2,2,100,11,11,100,7,14,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/6312a67e/Leganes-Real-Madrid-February-21-2018-La-Liga
2/24/18,La Liga,Alaves,Cristiano Ronaldo,7,pt POR,FW,33-019,90,2,0,0,0,8,4,0,0,1,52,0,0,0.7,0.7,0.1,6,1,33,40,82.5,7,37,7,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,33,40,82.5,542,111,21,22,95.5,9,13,69.2,3,3,100,0,0.1,0.1,1,2,2,0,7,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Karim Benzema,9,fr FRA,FW,30-067,90,1,2,1,1,3,0,0,0,0,58,1,4,1.2,0.5,0.7,11,3,42,46,91.3,8,37,5,3,3,1,0,0,1,0,0,2,0,2,4,0,4,0,1,1,0,42,46,91.3,658,163,27,30,90,9,10,90,5,5,100,2,0.7,0.3,7,4,3,1,8,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Gareth Bale,11,wls WAL,LM,28-223,90,1,0,0,0,3,1,0,0,2,72,1,0,0.4,0.4,0.2,5,2,43,55,78.2,9,57,5,9,7,1,0,0,1,0,0,1,0,1,0,0,0,2,3,0,0,43,55,78.2,828,243,20,23,87,16,18,88.9,7,11,63.6,0,0.2,0,3,5,2,0,9,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Mateo Kovačić,23,hr CRO,CM,23-294,72,0,0,0,0,2,0,0,0,0,72,3,1,0.1,0.1,0.1,3,0,56,61,91.8,13,52,3,5,5,3,3,2,1,0,0,0,,0,1,0,1,0,3,1,0,56,61,91.8,1072,390,19,22,86.4,30,31,96.8,7,8,87.5,0,0.1,0,2,8,0,0,13,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Dani Ceballos,24,es ESP,CM,21-201,18,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,24,24,100,4,18,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,24,100,461,112,7,7,100,14,14,100,3,3,100,0,0,0,0,0,1,0,4,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Casemiro,14,br BRA,CM,26-001,79,0,0,0,0,2,0,0,0,5,69,2,2,0,0,0,2,0,48,57,84.2,4,45,1,1,0,2,2,1,1,0,1,2,50,1,2,0,2,5,7,1,0,48,57,84.2,967,296,21,25,84,18,20,90,9,11,81.8,0,0,0,1,3,0,0,4,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Marcos Llorente,18,es ESP,CM,23-025,11,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,10,11,90.9,1,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,11,90.9,224,62,1,1,100,7,7,100,2,2,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Lucas Vázquez,17,es ESP,RM,26-238,90,0,1,0,0,3,2,0,0,0,67,1,0,0.1,0.1,0.5,5,1,44,62,71,5,40,3,3,2,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,44,62,71,816,189,24,30,80,14,15,93.3,6,13,46.2,1,0.5,0.3,4,3,2,1,5,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Theo Hernández,15,fr FRA,LB,20-141,90,0,0,0,0,2,2,0,0,0,66,3,0,0.2,0.2,0.4,11,0,51,56,91.1,5,38,3,7,5,3,2,1,1,1,1,1,100,0,0,0,0,0,3,2,0,51,56,91.1,800,248,33,35,94.3,13,15,86.7,4,5,80,0,0.4,0.1,3,8,1,0,5,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Nacho,6,es ESP,CB,28-037,90,0,0,0,0,0,0,0,0,4,62,2,0,0,0,0,0,0,51,57,89.5,3,29,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,4,6,0,0,51,57,89.5,1111,436,15,17,88.2,26,29,89.7,10,11,90.9,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Raphaël Varane,5,fr FRA,CB,24-305,90,0,0,0,0,0,0,0,0,1,73,2,0,0,0,0,0,0,58,64,90.6,5,47,0,2,1,2,1,2,0,0,0,0,,0,0,0,0,1,3,4,0,58,64,90.6,1115,359,19,21,90.5,36,38,94.7,3,5,60,0,0,0,0,6,0,0,5,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Dani Carvajal,2,es ESP,RB,26-044,90,0,0,0,0,0,0,0,0,2,81,3,2,0,0,0,3,1,63,70,90,5,48,3,4,4,3,2,0,2,1,1,1,100,0,2,0,2,2,5,3,0,63,70,90,972,287,39,40,97.5,19,21,90.5,4,6,66.7,0,0,0,1,4,1,0,5,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/24/18,La Liga,Alaves,Keylor Navas,1,cr CRC,GK,31-071,90,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,29,30,96.7,0,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29,30,96.7,892,692,0,0,,21,21,100,8,9,88.9,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/22ff436f/Real-Madrid-Alaves-February-24-2018-La-Liga
2/27/18,La Liga,Espanyol,Gareth Bale,11,wls WAL,FW,28-226,80,0,0,0,0,5,2,1,0,0,31,0,0,0.8,0.8,0,3,0,15,21,71.4,1,21,2,2,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,15,21,71.4,173,3,13,14,92.9,2,5,40,0,0,,0,0,0.1,0,0,0,0,1,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Dani Ceballos,24,es ESP,"FW,CM",21-204,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,100,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,5,100,74,14,2,2,100,1,1,100,1,1,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Marco Asensio,20,es ESP,"LW,LM",22-037,90,0,0,0,0,0,0,0,0,0,71,2,4,0,0,0.2,8,0,47,59,79.7,7,57,6,2,1,2,1,1,0,1,0,0,,0,4,0,4,0,2,0,0,47,59,79.7,735,191,22,27,81.5,20,20,100,3,9,33.3,0,0.2,0.1,3,3,3,0,7,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Lucas Vázquez,17,es ESP,"RW,RM",26-241,90,0,0,0,0,0,0,0,0,0,55,2,3,0,0,0,0,0,29,41,70.7,9,40,1,6,4,2,2,1,1,0,0,2,0,2,3,0,3,0,2,0,0,29,41,70.7,493,134,16,18,88.9,10,12,83.3,3,5,60,0,0,0.1,0,3,3,0,9,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Isco,22,es ESP,AM,25-312,68,0,0,0,0,2,1,0,0,0,68,1,0,0.1,0.1,0.1,5,0,48,62,77.4,3,55,3,3,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,48,62,77.4,574,127,36,39,92.3,7,8,87.5,2,8,25,0,0.1,0.1,2,4,1,0,3,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Karim Benzema,9,fr FRA,"AM,FW",30-070,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,9,55.6,1,7,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,9,55.6,56,8,5,8,62.5,0,1,0,0,0,,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Mateo Kovačić,23,hr CRO,DM,23-297,88,0,0,0,0,1,1,0,0,1,76,8,0,0,0,0,3,0,59,64,92.2,9,60,1,6,6,8,5,3,5,0,3,6,50,3,0,0,0,1,9,1,0,59,64,92.2,1209,279,22,22,100,26,28,92.9,10,12,83.3,0,0,0.1,1,10,0,0,9,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Borja Mayoral,21,es ESP,"FW,DM",20-328,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100,10,1,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
2/27/18,La Liga,Espanyol,Marcos Llorente,18,es ESP,"DM,CM",23-028,90,0,0,0,0,2,0,0,0,0,66,6,0,0.1,0.1,0,0,0,52,59,88.1,9,47,0,0,0,6,5,2,4,0,1,4,25,3,0,0,0,0,6,1,0,52,59,88.1,921,233,19,20,95,26,29,89.7,4,5,80,0,0,0,0,6,0,0,9,https://fbref.com/en/matches/86d52519/Espanyol-Real-Madrid-February-27-2018-La-Liga
